"EntrezID_Human"	"go_name"
5071	"synaptic vesicle membrane (GO:0030672)"
5071	"regulation protein catabolic process at presynapse (GO:0140251)"
5071	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
5071	"presynapse (GO:0098793)"
5071	"postsynapse (GO:0098794)"
80758	"postsynapse to nucleus signaling pathway (GO:0099527)"
80758	"postsynaptic density, intracellular component (GO:0099092)"
80863	"integral component of postsynaptic membrane (GO:0099055)"
112476	"presynaptic membrane (GO:0042734)"
112476	"regulation of calcium-dependent activation of synaptic vesicle fusion (GO:0150037)"
112476	"integral component of presynaptic membrane (GO:0099056)"
5662	"regulation of postsynapse assembly (GO:0150052)"
5662	"postsynaptic density, intracellular component (GO:0099092)"
84249	"postsynapse (GO:0098794)"
5663	"regulation of synaptic vesicle cycle (GO:0098693)"
5663	"regulation of postsynapse organization (GO:0099175)"
5663	"protein catabolic process at postsynapse (GO:0140249)"
5663	"postsynaptic SER"
5663	"integral component of presynaptic membrane (GO:0099056)"
5664	"regulation of postsynapse organization (GO:0099175)"
5664	"protein catabolic process at postsynapse (GO:0140249)"
5664	"integral component of presynaptic membrane (GO:0099056)"
55851	"integral component of presynaptic membrane (GO:0099056)"
5728	"postsynaptic cytosol (GO:0099524)"
5747	"regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)"
5747	"postsynapse (GO:0098794)"
2185	"postsynaptic density, intracellular component (GO:0099092)"
2185	"postsynapse (GO:0098794)"
2185	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
2185	"presynapse (GO:0098793)"
2185	"regulation of postsynaptic density assembly (GO:0099151)"
5764	"modulation of chemical synaptic transmission (GO:0050804)"
5764	"presynapse (GO:0098793)"
5764	"postsynapse (GO:0098794)"
25930	"regulation of presynaptic dense core vesicle exocytosis (GO:0099161)"
5786	"modulation of chemical synaptic transmission (GO:0050804)"
5786	"integral component of synaptic membrane (GO:0099699)"
5789	"synapse adhesion between pre- and post-synapse (GO:0099560)"
5789	"integral component of presynaptic membrane (GO:0099056)"
5789	"trans-synaptic signaling (GO:0099537)"
5789	"regulation of postsynaptic density assembly (GO:0099151)"
5789	"modulation of chemical synaptic transmission (GO:0050804)"
5789	"presynapse assembly (GO:0099054)"
5789	"trans-synaptic signaling by trans-synaptic complex (GO:0099545)"
5792	"synapse adhesion between pre- and post-synapse (GO:0099560)"
5792	"integral component of postsynaptic density membrane (GO:0099061)"
5792	"regulation of postsynapse organization (GO:0099175)"
5799	"presynapse (GO:0098793)"
5799	"integral component of synaptic vesicle membrane (GO:0030285)"
5800	"regulation of synapse organization (GO:0050807)"
5800	"integral component of postsynaptic density membrane (GO:0099061)"
5802	"regulation of postsynaptic density assembly (GO:0099151)"
5802	"presynapse assembly (GO:0099054)"
5802	"integral component of presynaptic membrane (GO:0099056)"
5802	"synapse adhesion between pre- and post-synapse (GO:0099560)"
5802	"synapse organization (GO:0050808)"
5802	"trans-synaptic signaling (GO:0099537)"
5802	"modulation of chemical synaptic transmission (GO:0050804)"
11122	"regulation of synapse organization (GO:0050807)"
11122	"integral component of postsynaptic density membrane (GO:0099061)"
5803	"synapse (GO:0045202)"
5803	"integral component of postsynaptic density membrane (GO:0099061)"
9698	"postsynapse (GO:0098794)"
23369	"postsynapse (GO:0098794)"
5813	"postsynaptic density (GO:0014069)"
5813	"postsynapse (GO:0098794)"
5813	"dendritic transport of messenger ribonucleoprotein complex (GO:0098963)"
29942	"synapse (GO:0045202)"
9444	"synapse (GO:0045202)"
10890	"anchored component of synaptic vesicle membrane (GO:0098993)"
10890	"presynaptic dense core vesicle exocytosis (GO:0099525)"
8766	"neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)"
8766	"postsynaptic recycling endosome (GO:0098837)"
9230	"anchored component of synaptic vesicle membrane (GO:0098993)"
9727	"postsynaptic recycling endosome membrane (GO:0098944)"
51552	"anchored component of synaptic vesicle membrane (GO:0098993)"
64284	"postsynapse (GO:0098794)"
22931	"synapse (GO:0045202)"
5861	"presynapse (GO:0098793)"
81876	"synapse (GO:0045202)"
23011	"synapse (GO:0045202)"
23011	"anterograde axonal transport (GO:0008089)"
25837	"anchored component of synaptic vesicle membrane (GO:0098993)"
25837	"regulation protein catabolic process at presynapse (GO:0140251)"
5874	"synaptic vesicle endocytosis (GO:0048488)"
5874	"anchored component of synaptic vesicle membrane (GO:0098993)"
5862	"anchored component of synaptic vesicle membrane (GO:0098993)"
83452	"presynapse (GO:0098793)"
11021	"synaptic vesicle endosomal processing (GO:0099532)"
11021	"anchored component of synaptic vesicle membrane (GO:0098993)"
5864	"anchored component of synaptic vesicle membrane (GO:0098993)"
5864	"regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630)"
5864	"anchored component of synaptic vesicle membrane (GO:0098993)"
5864	"regulation of presynaptic dense core vesicle exocytosis (GO:0099161)"
5865	"anchored component of synaptic vesicle membrane (GO:0098993)"
5865	"regulation of synaptic vesicle cycle (GO:0098693)"
5865	"anchored component of synaptic vesicle membrane (GO:0098993)"
115827	"anchored component of synaptic vesicle membrane (GO:0098993)"
5867	"anchored component of synaptic vesicle membrane (GO:0098993)"
53916	"anchored component of synaptic vesicle membrane (GO:0098993)"
5868	"postsynaptic endocytic zone membrane (GO:0098844)"
5868	"anchored component of synaptic vesicle membrane (GO:0098993)"
5868	"postsynaptic neurotransmitter receptor endocytosis (GO:0098884)"
5868	"synaptic vesicle endocytosis (GO:0048488)"
5869	"anchored component of synaptic vesicle membrane (GO:0098993)"
5869	"presynaptic dense core vesicle exocytosis (GO:0099525)"
5878	"anchored component of synaptic vesicle membrane (GO:0098993)"
5870	"presynapse (GO:0098793)"
51560	"presynapse (GO:0098793)"
7879	"anchored component of synaptic vesicle membrane (GO:0098993)"
4218	"synapse (GO:0045202)"
4218	"neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)"
4218	"neurotransmitter receptor transport to postsynaptic membrane (GO:0098969)"
51762	"presynapse (GO:0098793)"
10567	"synapse (GO:0045202)"
9135	"presynaptic cytosol (GO:0099523)"
27342	"dendritic transport (GO:0098935)"
5879	"postsynapse (GO:0098794)"
5879	"postsynaptic actin cytoskeleton organization (GO:0098974)"
5881	"postsynaptic actin cytoskeleton organization (GO:0098974)"
5898	"synaptic membrane (GO:0097060)"
5898	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
10928	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
26953	"synapse (GO:0045202)"
5906	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
5908	"modification of postsynaptic structure (GO:0099010)"
5911	"synapse (GO:0045202)"
5911	"regulation of synapse assembly (GO:0051963)"
5911	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
5911	"synaptic membrane (GO:0097060)"
11069	"regulation of synaptic vesicle cycle (GO:0098693)"
11069	"postsynaptic density (GO:0014069)"
11069	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
11069	"regulation of postsynapse organization (GO:0099175)"
65059	"presynaptic cytosol (GO:0099523)"
65059	"presynapse assembly (GO:0099054)"
5913	"postsynaptic specialization membrane (GO:0099634)"
5913	"structural constituent of postsynaptic specialization (GO:0098879)"
5913	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
27316	"regulation of postsynapse organization (GO:0099175)"
27316	"postsynaptic density (GO:0014069)"
5962	"regulation of postsynaptic neurotransmitter receptor diffusion trapping (GO:0150054)"
5970	"postsynapse to nucleus signaling pathway (GO:0099527)"
5970	"synapse (GO:0045202)"
5971	"synapse (GO:0045202)"
10636	"modulation of chemical synaptic transmission (GO:0050804)"
10636	"postsynaptic density (GO:0014069)"
6000	"regulation of postsynaptic membrane potential (GO:0060078)"
6000	"regulation of postsynaptic membrane potential (GO:0060078)"
6000	"postsynaptic membrane (GO:0045211)"
6000	"presynapse (GO:0098793)"
401190	"anchored component of presynaptic membrane (GO:0099026)"
401190	"anchored component of postsynaptic density membrane (GO:0099031)"
401190	"regulation of postsynaptic membrane potential (GO:0060078)"
401190	"presynapse (GO:0098793)"
401190	"postsynapse (GO:0098794)"
8787	"postsynaptic density membrane (GO:0098839)"
8787	"presynaptic membrane (GO:0042734)"
6009	"synapse (GO:0045202)"
6009	"regulation of postsynapse organization (GO:0099175)"
6009	"postsynaptic density (GO:0014069)"
387	"postsynapse (GO:0098794)"
387	"regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)"
387	"postsynapse (GO:0098794)"
387	"regulation of modification of postsynaptic structure (GO:0099159)"
388	"regulation of modification of postsynaptic structure (GO:0099159)"
388	"synapse (GO:0045202)"
23504	"regulation of presynaptic membrane potential (GO:0099505)"
23504	"voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels (GO:0099626)"
23504	"presynaptic active zone cytoplasmic component (GO:0098831)"
23504	"regulation of calcium-dependent activation of synaptic vesicle fusion (GO:0150037)"
23504	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
23504	"structural constituent of active zone (GO:0098882)"
22999	"presynaptic active zone cytoplasmic component (GO:0098831)"
22999	"synaptic vesicle docking (GO:0016081)"
22999	"extrinsic component of presynaptic active zone membrane (GO:0098891)"
22999	"regulation of calcium-dependent activation of synaptic vesicle fusion (GO:0150037)"
22999	"presynaptic active zone cytoplasmic component (GO:0098831)"
22999	"synaptic vesicle priming (GO:0016082)"
22999	"structural constituent of active zone (GO:0098882)"
22999	"presynaptic dense core vesicle exocytosis (GO:0099525)"
9699	"structural constituent of active zone (GO:0098882)"
9699	"synaptic vesicle docking (GO:0016081)"
9699	"presynaptic active zone cytoplasmic component (GO:0098831)"
9699	"synaptic vesicle priming (GO:0016082)"
9699	"regulation of calcium-dependent activation of synaptic vesicle fusion (GO:0150037)"
9783	"postsynaptic cytosol (GO:0099524)"
9783	"regulation of synapse organization (GO:0050807)"
140730	"regulation of synapse organization (GO:0050807)"
140730	"synapse (GO:0045202)"
9921	"postsynapse to nucleus signaling pathway (GO:0099527)"
9921	"extrinsic component of postsynaptic density membrane (GO:0099147)"
25897	"regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)"
54476	"presynapse (GO:0098793)"
54476	"protein catabolic process, modulating synaptic transmission (GO:0099546)"
54476	"postsynaptic endocytic zone (GO:0098843)"
54476	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
6093	"regulation of synapse maturation (GO:0090128)"
9475	"regulation of synapse maturation (GO:0090128)"
9475	"postsynaptic actin cytoskeleton organization (GO:0098974)"
79641	"presynapse (GO:0098793)"
4920	"regulation of postsynapse organization (GO:0099175)"
4920	"modulation of chemical synaptic transmission (GO:0050804)"
4920	"postsynapse (GO:0098794)"
4920	"regulation of synaptic signaling by nitric oxide (GO:0150045)"
22895	"synaptic vesicle priming (GO:0016082)"
22895	"extrinsic component of synaptic vesicle membrane (GO:0098850)"
6134	"translation at postsynapse (GO:0140242)"
6134	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6134	"translation at presynapse (GO:0140236)"
6134	"synapse (GO:0045202)"
6134	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
4736	"translation at postsynapse (GO:0140242)"
4736	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
4736	"postsynaptic density (GO:0014069)"
4736	"translation at presynapse (GO:0140236)"
4736	"synapse (GO:0045202)"
6135	"translation at presynapse (GO:0140236)"
6135	"translation at postsynapse (GO:0140242)"
6135	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6135	"synapse (GO:0045202)"
6135	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6136	"postsynaptic density (GO:0014069)"
6136	"translation at presynapse (GO:0140236)"
6136	"translation at postsynapse (GO:0140242)"
6136	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6136	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6136	"synapse (GO:0045202)"
6137	"translation at postsynapse (GO:0140242)"
6137	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6137	"synapse (GO:0045202)"
6137	"translation at presynapse (GO:0140236)"
6137	"presynaptic ribosome(SYNGO:presyn_ribosome)"
23521	"synapse (GO:0045202)"
23521	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
23521	"presynaptic ribosome(SYNGO:presyn_ribosome)"
23521	"translation at postsynapse (GO:0140242)"
23521	"translation at presynapse (GO:0140236)"
9045	"translation at postsynapse (GO:0140242)"
9045	"presynaptic ribosome(SYNGO:presyn_ribosome)"
9045	"postsynaptic density (GO:0014069)"
9045	"translation at presynapse (GO:0140236)"
9045	"synapse (GO:0045202)"
9045	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6138	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6138	"synapse (GO:0045202)"
6138	"translation at postsynapse (GO:0140242)"
6138	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6138	"translation at presynapse (GO:0140236)"
6139	"synapse (GO:0045202)"
6139	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6139	"translation at presynapse (GO:0140236)"
6139	"translation at postsynapse (GO:0140242)"
6139	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6139	"synapse (GO:0045202)"
6141	"translation at postsynapse (GO:0140242)"
6141	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6141	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6141	"synapse (GO:0045202)"
6141	"translation at presynapse (GO:0140236)"
6142	"synapse (GO:0045202)"
6142	"postsynaptic density (GO:0014069)"
6142	"postsynaptic density (GO:0014069)"
6143	"synapse (GO:0045202)"
6144	"synapse (GO:0045202)"
6144	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6146	"translation at postsynapse (GO:0140242)"
6146	"translation at presynapse (GO:0140236)"
6146	"synapse (GO:0045202)"
6146	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6146	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
9349	"synapse (GO:0045202)"
9349	"postsynaptic density (GO:0014069)"
